0.059631,0.014084
0.058835,0.012783
0.060138,0.0028805
0.063419,0.00995
0.061109,0.0028294
0.075,0
0.057344,0.018347
0.053522,0.027575
0.054126,0.028758
0.06057,0.01623
0.057585,0.013618
0.056679,0.016999
0.055338,0.013016
0.058572,0.025231
0.072444,0.019411
0.059769,0.0056863
0.056944,0.01128
0.059204,0.0099768
0.054693,0.010999
0.057845,0.003799
0.059147,0.00175
0.063658,-2.8108e-19
0.052013,0.025729
0.054605,0.02496
0.056261,0.020962
0.054887,0.018649
0.054433,0.016397
0.049815,0.024911
0.054305,0.031353
0.052098,0.028058
0.050084,0.026895
0.05436,0.014566
0.052011,0.015748
0.052917,0.012367
0.064952,0.0375
0.044838,0.041787
0.055918,0.0076992
0.052569,0.0097716
0.054691,0.0043962
0.056821,0.00175
0.057872,-4.2446e-19
0.051956,0.021972
0.05163,0.018516
0.049635,0.017258
0.048074,0.022862
0.044561,0.040488
0.050044,0.039533
0.050641,0.032564
0.050348,0.031089
0.047913,0.025642
0.048738,0.028139
0.051094,0.013691
0.049503,0.015076
0.050409,0.011695
0.053033,0.053033
0.04434,0.04434
0.043061,0.040586
0.041416,0.038942
0.050171,0.0096254
0.052069,0.0066843
0.052464,0.0037606
0.054314,0.00175
0.05486,-4.9911e-19
0.0023278,0.061913
1.0408e-17,0.075
0.048338,0.019944
0.046696,0.017007
0.045839,0.022141
0.045664,0.024344
0.04364,0.038282
0.046284,0.038242
0.048918,0.034809
0.04817,0.032171
0.048334,0.029926
0.041766,0.036936
0.04581,0.026448
0.046163,0.028673
0.044868,0.015418
0.048536,0.013005
0.046995,0.014404
0.047901,0.011023
0.040488,0.044561
0.040586,0.043061
0.038099,0.051136
0.0375,0.064952
0.032564,0.050641
0.032495,0.051968
0.039794,0.039794
0.039644,0.037169
0.048134,0.0077221
0.049529,0.0042226
0.051716,0.00175
0.052321,-5.6203e-19
0.019411,0.072444
0.017561,0.058637
0.02354,0.059779
0.018347,0.057344
0.027575,0.053522
0.012156,0.062256
0.005584,0.063975
0.0028805,0.060138
0.012783,0.058835
0.00175,0.059147
8.4408e-18,0.063658
0.043294,0.017222
0.044223,0.019694
0.043416,0.023045
0.043516,0.025124
0.044548,0.034676
0.045248,0.031176
0.040597,0.034705
0.043914,0.027375
0.043558,0.029554
0.043,0.014827
0.044487,0.013732
0.045977,0.01232
0.045393,0.010351
0.044644,0.0076039
0.041669,0.015757
0.041131,0.017039
0.032185,0.048318
0.034809,0.048918
0.038242,0.046284
0.038207,0.043589
0.038942,0.041416
0.031353,0.054305
0.031089,0.050348
0.028058,0.052098
0.029926,0.048334
0.030705,0.046535
0.037169,0.039644
0.037404,0.037404
0.037808,0.035333
0.046627,0.0056093
0.044361,0.005606
0.047295,0.0033391
0.049119,0.00175
0.049782,-6.2495e-19
0.01623,0.06057
0.016999,0.056679
0.013618,0.057585
0.016397,0.054433
0.01856,0.054982
0.02496,0.054605
0.020962,0.056261
0.025615,0.051955
0.026895,0.050084
0.017558,0.052824
0.003699,0.057917
0.0099768,0.059204
0.0056863,0.059769
0.011297,0.056816
0.013016,0.055338
0.0032747,0.055596
0.00175,0.056821
7.4372e-18,0.057872
0.041049,0.018995
0.041167,0.021747
0.041222,0.0238
0.041666,0.026076
0.041656,0.031956
0.038531,0.03345
0.040801,0.028603
0.038498,0.0091694
0.042773,0.0063217
0.038462,0.0092227
0.038442,0.0093345
0.038449,0.0094528
0.038535,0.0092405
0.040902,0.014351
0.042031,0.013074
0.043418,0.011634
0.042937,0.0096931
0.042395,0.0078781
0.040069,0.015875
0.037968,0.015125
0.039558,0.017264
0.038752,0.018696
0.034019,0.04513
0.035531,0.04179
0.028139,0.048738
0.028673,0.046163
0.03022,0.044078
0.025642,0.047913
0.034429,0.039771
0.035333,0.037808
0.035531,0.035531
0.035972,0.033497
0.042934,0.0047454
0.044915,0.003716
0.046522,0.00175
0.047243,-6.8786e-19
0.014566,0.05436
0.015748,0.052011
0.021099,0.052352
0.023394,0.049607
0.017666,0.050154
0.022859,0.047314
0.012367,0.052917
0.0068525,0.056033
0.0097624,0.054021
0.0098368,0.051612
0.0041051,0.05307
0.00175,0.054314
6.9146e-18,0.05486
0.038965,0.020476
0.038928,0.022475
0.039417,0.024778
0.039309,0.026571
0.037728,0.030752
0.037703,0.028016
0.041244,0.0054299
